id,mssv,tinhtrang,lydo,hocky,namhoc,soqd,ngayqd,namkhoahoc,label
7859.0,667D7118XPvAibaEXe9fafwYRU+Npl+YtdtCh0Qt,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7860.0,C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7861.0,C1732776XPvAibaEXe+UuZ4QW1XoS0uZyqgzu4FR,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7862.0,6D3C6B7CXPvAibaEXe+RaLErOlzghYXwH+RIzcAy,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7869.0,DEC271BCXPvAibaEXe8WD3qnVG2b/XsMiSHc1tc+,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7870.0,7E990C2EXPvAibaEXe9whL/t4cdMZaqMM5bdJCOS,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7871.0,65A8CE1EXPvAibaEXe+tg0ae8qw/gqDz/d+/K6ii,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7872.0,C79D845FXPvAibaEXe/Nok7qdNjJRlWbtI3YyrWF,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7873.0,655D3509XPvAibaEXe+TZKE2gC8nUp5zkp7yPfiy,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7874.0,1C404C8FXPvAibaEXe8p5yvHQtPES4PeCQw39/SX,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7875.0,937338DFXPvAibaEXe/3Z2K7mhA0JWd7iEcX0CfZ,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7876.0,18A5E53DXPvAibaEXe9iov3KWPg5dTXD7seK6lpt,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7882.0,4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7883.0,83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7884.0,1FECA093XPvAibaEXe/Lh6v1XxTKJdFJi/K7qsBq,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7885.0,1030A271XPvAibaEXe/7sxkigC7f55u1TfrBVQkH,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7886.0,A37F289CXPvAibaEXe8HxoLOw72ZIDi64kXSZ6Q8,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7887.0,8746D01EXPvAibaEXe+RaLErOlzghYnCx5AxfxIs,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7888.0,FECDCA31XPvAibaEXe+Z64Gg7q108BovIj1tOSYM,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7895.0,3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7896.0,459D95B4XPvAibaEXe917PYvJ9Jl7Wd9AnpKnbsp,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7897.0,737E06F3XPvAibaEXe/CiPILllTJf2tjCgIyEwFr,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7898.0,7CB9FC96XPvAibaEXe9WcTnuikKYKhWcw6m7Z4Ne,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7905.0,C57530A4XPvAibaEXe8hvnm4ihleLVTcBUD7ztLV,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7906.0,AC307607XPvAibaEXe9ysTifnGoMwZzfZWEvu8Ni,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7907.0,6E0ACD73XPvAibaEXe//3t8+us0X0ijshXvuG3TY,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7908.0,DA31FD78XPvAibaEXe+Xxbs4kvH/k/IUB/eqQOBB,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7909.0,F1894F08XPvAibaEXe9Z0fDyfUkzH5UDuAqYzBMT,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7910.0,48A69DB2XPvAibaEXe+E+n9mGyneJ5+96lOIRvoR,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7911.0,1FA0B083XPvAibaEXe/Q6C3BndaQUElY0cMhno+M,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7912.0,F5D9D9A8XPvAibaEXe/Q6C3BndaQUAH+OgLjwe4B,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7913.0,BD62FC46XPvAibaEXe8/V1eK05z04+aKU3v8kegp,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7914.0,E879B5C5XPvAibaEXe81w9eVvyp+l3AUrVct22D5,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7915.0,C8BC28CBXPvAibaEXe9cPs/fVpB+n2RoXOHL1V+L,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7916.0,B2F218B4XPvAibaEXe9NdAclo3+sV2jZYRE1jmLJ,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7917.0,2D7BD4CAXPvAibaEXe8BxOZlGHrYN1ehNV20wOUI,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7918.0,9D4DC194XPvAibaEXe+pZU+khqBqyqh7gIK4pjkc,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7919.0,66C7067DXPvAibaEXe8enouoh243g0BOY5+GdZI7,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2016,1
7920.0,A59FF9A4XPvAibaEXe8YaJ+XvjGNazgGaiQc/wWw,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7921.0,590C5A22XPvAibaEXe/5SY0P9d9+eIFjN53F5Ry7,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7922.0,37BF549BXPvAibaEXe8hLNatuVCg+VlP2SYvVtDS,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7923.0,371D7C02XPvAibaEXe9RBNO8knVPD6nhpMeb17yK,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7924.0,32FABA11XPvAibaEXe97yKczitj7gthc4kP4hx9k,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7925.0,C21A84A1XPvAibaEXe97yKczitj7gruQ8IiiA3cC,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7926.0,95921B9CXPvAibaEXe+SgbKufUiN7O+peCBJlP5n,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7927.0,CF658D42XPvAibaEXe+pZU+khqBqysfAnzLgHkk8,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7928.0,8CE77ECBXPvAibaEXe/d4nFnIhFaQqFH76bzFxpR,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7929.0,FFDFD671XPvAibaEXe8/3iNqySORb8gPuwsQ8fwa,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2013,1
7930.0,668068E2XPvAibaEXe/VTtmkh7JuOkFzkUL+030E,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7931.0,2086199EXPvAibaEXe9Qk6hDUWKQXYCENEFk6Wn/,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7932.0,269A6330XPvAibaEXe8aMmuWiMhL4vFI0OzjFGky,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7933.0,0E1136EDXPvAibaEXe+cD2dfYrNOtz0bfYMeKKP6,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7934.0,0CBDEB0CXPvAibaEXe/rtk4wDmxi9/bnL79EBcG7,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7935.0,733BEA2FXPvAibaEXe+HeL85QGo03Sv+zDvcq1Yv,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7936.0,E697153AXPvAibaEXe9DjwUQ+Cta8Vb4Evb25CMD,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7937.0,40898878XPvAibaEXe/iIkJq57vD79yD2CJ3C3yZ,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7938.0,6321EB33XPvAibaEXe+fPSOag5leTXTsQe66TJtG,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7939.0,17416684XPvAibaEXe88L+jeN4TPm1DCv0jKW40C,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2016,1
7940.0,61F9BD19XPvAibaEXe8ptkRJyotmH4ktpRPzmQsF,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7941.0,B66497FFXPvAibaEXe9cZqyTkM8+ATBkLr0/5MxN,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2014,1
7942.0,82AC5317XPvAibaEXe+Qnco6wu+o6ND8GflRub4K,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7943.0,8D2F7D47XPvAibaEXe+k2gCw0RZzlW/9HI+mqCpV,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7944.0,966045E9XPvAibaEXe+fPSOag5leTV364e+7hhG8,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7945.0,5A5FCFA8XPvAibaEXe+cD2dfYrNOt7wmlQMvy39o,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7946.0,C5BF654AXPvAibaEXe9cPs/fVpB+nwKHwW287Xb1,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
7947.0,FE6B6BD2XPvAibaEXe+Ld9vP5I9+1qCjZhPtHMKi,5.0,Buộc thôi học vì ĐTB học kỳ,2.0,2016.0, 189/QĐ-ĐHCNTT,2017-04-18 00:00:00,2015,1
8463.0,02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2013,1
8754.0,D01FB3C4XPvAibaEXe/GP74oAJxkeCzeu7IOKesj,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0,, 2017-10-26,2014,1
8823.0,52B1CC2DXPvAibaEXe+kwIr/VXjl0w+FyuW1abQ7,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8824.0,5666EAF4XPvAibaEXe+Z7KfNHYLttJaLI+SH+DpO,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8825.0,FBD9AAFEXPvAibaEXe+5oCRQPDKXsjh0OTYpdD2Y,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8826.0,C3E0BACEXPvAibaEXe8zBeLfIMmoBC4sDuuDh1j3,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8827.0,C0C9C20EXPvAibaEXe/y2t7DVG8TDRg2y/nF6frs,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8828.0,C1F37059XPvAibaEXe9cYfl6D6BtPG7HzaS511bz,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8829.0,B2B5D9C3XPvAibaEXe/Uev7j/8EzmXD71ZVL116W,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8830.0,BFAB0BC0XPvAibaEXe+PAOVcd+LnOX59zGGn3cV1,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8831.0,DCA94B13XPvAibaEXe9RV3kg6cpLDHjSSrCU5mso,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8832.0,55E029BAXPvAibaEXe8SXrohzbXmS8MZUqnd4qx0,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
8833.0,18BC3150XPvAibaEXe+RaLErOlzghWzZvcuDuYjh,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
8834.0,E19C669FXPvAibaEXe/lyY7+7E9oi1Z9M6xWsk94,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
8835.0,49ABC5EFXPvAibaEXe8eWl5Nr7OWQt3VotR9dXYx,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8836.0,23244532XPvAibaEXe/uPR0E3TEtQkLWgPi6dhhh,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8837.0,2D377495XPvAibaEXe8jiYzwktGScjnmJFOjiHsk,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8843.0,79F1E4DFXPvAibaEXe9MLbI3cCq2BHgHnnweUs+t,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2013,1
8844.0,D1D67E75XPvAibaEXe+9lRniSKKSh0Lm7G6fv1DD,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8845.0,E7867934XPvAibaEXe/m6K07u0dn9wWx+fJcxyGr,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8846.0,47D6DC8BXPvAibaEXe8VdV75E6kcrmlVENOwEPKK,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8847.0,AAF15D98XPvAibaEXe/X5ZhFzI36lAEFPRLVuRrt,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
8848.0,882FB1B0XPvAibaEXe8y6/RMXZRwBebw/cEMIAJK,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8854.0,D5AC7162XPvAibaEXe/caEx4rNa5qUnjFyjC1j1t,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8855.0,8A09D1DFXPvAibaEXe/KMtCr6bHausp9EaTq9IQh,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8856.0,AD4F8F98XPvAibaEXe+Wjq/eoSKNhWAfdL7IH9lt,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8857.0,1A57D711XPvAibaEXe8dZIB3odxynish6zKkFVzW,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8858.0,282249E0XPvAibaEXe8a4mdANazFZKlE4QIAu/Rh,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8859.0,18D2231EXPvAibaEXe8LX4hhYKrFZihlc2c5X1wP,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8860.0,E3B61324XPvAibaEXe+E43ovk5Cnp3VN23jDQPXu,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8861.0,EE6BEA20XPvAibaEXe87qJpUsO6V7Q5qVfwmgf40,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8862.0,FDBF2427XPvAibaEXe+LbmSTUWVMuN7/piYWU437,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8863.0,61465A87XPvAibaEXe/BLy1WUS+NVo66untTPac6,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8864.0,4E3B2E64XPvAibaEXe93t/fGOsRpn05lMH4zm7Cp,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8865.0,C1C2D49CXPvAibaEXe+5AEinM7he3lYo4Yh3wzso,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8872.0,FE176735XPvAibaEXe+1P/4gNbgreQ94npTP4/sD,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2013,1
8873.0,061A670AXPvAibaEXe9fafwYRU+NpkvJumT/CzS9,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8874.0,280C7EA5XPvAibaEXe/Lh6v1XxTKJQPUP8Q5F4WX,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8875.0,BAD275EDXPvAibaEXe+6MN9FoW2mqadHvO5K6fIQ,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8876.0,6DCCEA04XPvAibaEXe/+PcSgI7YkeTfztD9kDzr/,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8877.0,50B2DD22XPvAibaEXe+pDN88/1DR4Nnc7Q9fHda/,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8878.0,789BE82DXPvAibaEXe/NRwqjPAC0MH7Z5B/F4F4Y,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8879.0,68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8880.0,0FAF5403XPvAibaEXe+uQMKXqrwYdigmaK3Sgzs7,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8881.0,7A877B93XPvAibaEXe/dMvqGUzyBHKb1SK3FzsOv,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8882.0,364C01E5XPvAibaEXe/baiw3K4HkF0B1jHz/g2mU,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8883.0,62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8884.0,F451D99AXPvAibaEXe+fPSOag5leTcWuR+r937fj,5.0,Buộc thôi học vì cảnh báo 3 lần liên tiếp,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2015,1
8885.0,F4DB1E20XPvAibaEXe/A+LHGtXv8vwqN9/NsLjkK,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8886.0,342257EAXPvAibaEXe/aqMXYDLKHR3SjNQBzsJDf,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2016,1
8890.0,CFBD5065XPvAibaEXe8LHfATqQ4bHsB4wCGGX/If,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2014,1
8891.0,1DE39381XPvAibaEXe80NXGyYVtTlvu8mDXEs0Fp,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8892.0,E2F55BB9XPvAibaEXe+F5/cNCOrl8eIceRCDyK4Q,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8893.0,1E458D16XPvAibaEXe92C4qaj9kvH6/S4CNEqhXl,5.0,Buộc thôi học vì bảo lưu không nhập học lại,1.0,2017.0, 748/QĐ-ĐHCNTT,2017-10-26 00:00:00,2016,1
8898.0,9A277123XPvAibaEXe9X5bpEKoa0mmVF3uzIq5Oi,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8899.0,931C7551XPvAibaEXe9ysTifnGoMwRbIrVzkrPrw,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8900.0,BAA21E56XPvAibaEXe9Xnw4t0GPgx5ergjwY9IdE,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8901.0,B9AFFCD3XPvAibaEXe/HrmBtV6rChjTXLyp5NCEf,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2013,1
8902.0,D6DA2754XPvAibaEXe9tdh69VvZt14BfENMelpA0,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8903.0,1D7F955BXPvAibaEXe9PHS03bFe3hC3H70o4nKnM,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8904.0,AAF7F152XPvAibaEXe/baiw3K4HkFzl+Wq31fVGa,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8905.0,76271014XPvAibaEXe/Twrxaq444cxLmVsDyoG/9,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8906.0,78DFD992XPvAibaEXe9HXpb1PepyFYixGLGWpqu3,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8907.0,8868BA3CXPvAibaEXe/a3PM8AP2NgzzZ29OXd9/5,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2014,1
8908.0,9B210894XPvAibaEXe+F+2tZHEiFCc7vGNPOcaMU,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
8909.0,2B578231XPvAibaEXe9RV3kg6cpLDAmMozUvJMwR,5.0,Buộc thôi học vì ĐTB học kỳ,1.0,2017.0,, 2017-10-26,2015,1
